X_id,LICENSED_SPACES,PARKING_TYPE,STREETNAME,STREETNO,WARD
2480439,1,Widened Driveway,AUBURN AVE,55,9
2480440,1,Front Yard,AUBURN AVE,63,9
2480441,1,Front Yard,AUBURN AVE,64,9
2480442,2,Widened Driveway,AUBURN AVE,65,9
2480443,1,Front Yard,AUBURN AVE,66,9
2480444,1,Front Yard,AUBURN AVE,69,9
2480445,1,Front Yard,AUBURN AVE,70,9
2480446,1,Front Yard,AUBURN AVE,75,9
2480447,1,Front Yard,AUBURN AVE,77,9
2480448,1,Front Yard,AUBURN AVE,79,9
2480449,1,Front Yard,AUBURN AVE,85,9
2480450,1,Front Yard,AUBURN AVE,93,9
2480451,1,Front Yard,AUSTIN CRES,15,12
2480452,1,Widened Driveway,AUSTIN TER,29,12
2480453,2,Widened Driveway,AUSTIN TER,42,12
2480454,1,Front Yard,AUSTIN TER,44,12
2480455,1,Front Yard,AVA RD,129,12
2480456,1,Front Yard,AVA RD,161,12
2480457,1,Front Yard,AVA RD,224,12
2480458,1,Front Yard,AVA RD,225,12
2480459,1,Front Yard,AVA RD,226,12
2480460,1,Front Yard,AVA RD,38,12
2480461,1,Front Yard,AVA RD,53,12
2480462,1,Widened Driveway,AVA RD,55,12
2480463,1,Front Yard,AVENAL DR,31,12
2480464,1,Boulevard Parking,AVENUE RD,1053,8
2480465,1,Widened Driveway,AVENUE RD,1377,8
2480466,2,Front Yard,AVENUE RD,330,12
2480467,1,Front Yard,AVENUE RD,881,12
2480468,2,Widened Driveway,AVENUE RD,922,12
2480469,1,Front Yard,AVON AVE,136,5
2480470,1,Front Yard,AVON AVE,151,5
2480471,1,Front Yard,AVON AVE,153,5
2480472,1,Front Yard,AVON AVE,24,5
2480473,1,Front Yard,AVON AVE,28,5
2480474,1,Front Yard,AVON AVE,30,5
2480475,1,Front Yard,AVON AVE,50,5
2480476,1,Front Yard,AZIEL ST,50,4
2480477,1,Front Yard,BABY POINT RD,60,4
2480478,1,Front Yard,BADGEROW AVE,10,14
2480479,1,Front Yard,BADGEROW AVE,14,14
2480480,2,Front Yard,BADGEROW AVE,24,14
2480481,1,Front Yard,BADGEROW AVE,52R ,14
2480482,1,Front Yard,BAIN AVE,282,14
2480483,1,Front Yard,BAIN AVE,343,14
2480484,1,Front Yard,BAIN AVE,345,14
2480485,1,Front Yard,BAIN AVE,50,14
2480486,1,Widened Driveway,BAIN AVE,55,14
2480487,1,Widened Driveway,BAIN AVE,7,14
2480488,1,Front Yard,BAKER AVE,1,12
2480489,1,Front Yard,BALA AVE,15,5
2480490,1,Front Yard,BALA AVE,17,11
2480491,1,Front Yard,BALA AVE,49,5
2480492,1,Front Yard,BALA AVE,5,5
2480493,1,Front Yard,BALA AVE,51,5
2480494,1,Front Yard,BALA AVE,51A ,5
2480495,1,Front Yard,BALA AVE,53,5
2480496,1,Front Yard,BALA AVE,59,5
2480497,1,Front Yard,BALA AVE,61,5
2480498,1,Front Yard,BALA AVE,7,5
2480499,1,Front Yard,BALA AVE,9,5
2480500,1,Boulevard Parking,BALDWIN ST,109,11
2480501,1,Widened Driveway,BALFOUR AVE,102,19
2480502,1,Front Yard,BALLIOL ST,333,15
2480503,1,Front Yard,BALLIOL ST,335,15
2480504,1,Widened Driveway,BALLIOL ST,337,15
2480505,1,Widened Driveway,BALLIOL ST,339,15
2480506,1,Widened Driveway,BALLIOL ST,351,15
2480507,1,Widened Driveway,BALLIOL ST,355,15
2480508,1,Front Yard,BALLIOL ST,357,15
2480509,1,Widened Driveway,BALLIOL ST,362,15
2480510,1,Front Yard,BALLIOL ST,366,15
2480511,1,Front Yard,BALLIOL ST,395,15
2480512,2,Widened Driveway,BALLIOL ST,405,15
2480513,1,Widened Driveway,BALLIOL ST,411,15
2480514,1,Front Yard,BALLIOL ST,435,15
2480515,1,Front Yard,BALLIOL ST,485,15
2480516,1,Front Yard,BALLIOL ST,518,15
2480517,1,Front Yard,BALLIOL ST,520,15
2480518,1,Widened Driveway,BALLIOL ST,546,15
2480519,1,Widened Driveway,BALLIOL ST,550,15
2480520,1,Front Yard,BALLIOL ST,552,15
2480521,2,Widened Driveway,BALLIOL ST,561,15
2480522,1,Front Yard,BALLIOL ST,562,15
2480523,1,Widened Driveway,BALLIOL ST,565,15
2480524,1,Front Yard,BALLIOL ST,566,15
2480525,1,Front Yard,BALLIOL ST,568,15
2480526,1,Widened Driveway,BALLIOL ST,569,15
2480527,1,Front Yard,BALLIOL ST,570,15
2480528,1,Widened Driveway,BALLIOL ST,572,15
2480529,1,Front Yard,BALLIOL ST,574,15
2480530,1,Front Yard,BALLIOL ST,576,15
2480531,1,Front Yard,BALLIOL ST,587,15
2480532,1,Front Yard,BALLIOL ST,595,15
2480533,1,Front Yard,BALLIOL ST,599,15
2480534,1,Widened Driveway,BALLIOL ST,625,15
2480535,1,Front Yard,BALLIOL ST,635,15
2480536,1,Front Yard,BALLIOL ST,637,15
2480537,1,Front Yard,BALLIOL ST,639,15
2480538,1,Front Yard,BALLIOL ST,683,15
2480539,1,Widened Driveway,BALLIOL ST,719,15
2480540,2,Front Yard,BALMORAL AVE,100,12
2480541,1,Front Yard,BALMORAL AVE,101,12
2480542,1,Front Yard,BALMORAL AVE,102,12
2480543,2,Widened Driveway,BALMORAL AVE,103,12
2480544,1,Front Yard,BALMORAL AVE,104,12
2480545,1,Widened Driveway,BALMORAL AVE,105,12
2480546,1,Front Yard,BALMORAL AVE,106,12
2480547,1,Front Yard,BALMORAL AVE,107,12
2480548,1,Front Yard,CONCORD AVE,225,9
2480549,1,Front Yard,CONCORD AVE,24,9
2480550,1,Front Yard,CONCORD AVE,244,9
2480551,1,Front Yard,CONCORD AVE,246,9
2480552,1,Widened Driveway,CONCORD AVE,248,9
2480553,1,Widened Driveway,CONCORD AVE,250,9
2480554,1,Front Yard,CONCORD AVE,260,9
2480555,1,Front Yard,CONCORD AVE,262,9
2480556,1,Front Yard,CONCORD AVE,279,9
2480557,1,Front Yard,CONCORD AVE,28,9
2480558,1,Front Yard,CONCORD AVE,308,9
2480559,1,Front Yard,CONCORD AVE,310,9
2480560,1,Front Yard,CONCORD AVE,314,9
2480561,2,Front Yard,CONCORD AVE,322,9
2480562,1,Front Yard,CONCORD AVE,324,9
2480563,1,Front Yard,CONCORD AVE,326,9
2480564,1,Front Yard,CONCORD AVE,327,9
2480565,1,Front Yard,CONCORD AVE,34,9
2480566,1,Front Yard,CONCORD AVE,36,9
2480567,1,Front Yard,CONCORD AVE,38,9
2480568,1,Front Yard,CONCORD AVE,4,9
2480569,1,Front Yard,CONCORD AVE,40,9
2480570,1,Front Yard,CONCORD AVE,42,9
2480571,1,Front Yard,CONCORD AVE,44,9
2480572,2,Front Yard,CONCORD AVE,46,9
2480573,1,Front Yard,CONCORD AVE,48,9
2480574,1,Front Yard,CONCORD AVE,50,9
2480575,1,Front Yard,CONCORD AVE,52,9
2480576,1,Front Yard,CONCORD AVE,54,9
2480577,1,Front Yard,CONCORD AVE,56,9
2480578,1,Front Yard,CONCORD AVE,58,9
2480579,1,Widened Driveway,CONCORD AVE,60,9
2480580,1,Front Yard,CONCORD AVE,82,9
2480581,1,Front Yard,CONCORD AVE,84,9
2480582,1,Front Yard,CONCORD AVE,86,9
2480583,1,Widened Driveway,CONDOR AVE,22,14
2480584,1,Front Yard,CONDOR AVE,66,14
2480585,1,Front Yard,CONDOR AVE,72,14
2480586,1,Front Yard,CONNAUGHT AVE,17,23
2480587,1,Front Yard,CONNAUGHT AVE,38,14
2480588,1,Front Yard,CONNAUGHT AVE,40,14
2480589,1,Front Yard,CONNOLLY ST,103,9
2480590,1,Front Yard,CONNOLLY ST,107,9
2480591,1,Front Yard,CONNOLLY ST,109,9
2480592,1,Front Yard,CONNOLLY ST,210,9
2480593,1,Widened Driveway,CONSTANCE ST,79,4
2480594,1,Widened Driveway,CONSTANCE ST,91,4
2480595,1,Front Yard,CONSTANCE ST,93,4
2480596,1,Front Yard,CONWAY AVE,11,9
2480597,1,Front Yard,CONWAY AVE,12,9
2480598,1,Front Yard,CONWAY AVE,13,9
2480599,1,Front Yard,CONWAY AVE,15,9
2480600,1,Front Yard,CONWAY AVE,17,9
2480601,1,Front Yard,CONWAY AVE,21,9
2480602,1,Front Yard,CONWAY AVE,22,9
2480603,1,Front Yard,CONWAY AVE,23,9
2480604,1,Front Yard,CONWAY AVE,24,9
2480605,1,Front Yard,CONWAY AVE,25,9
2480606,1,Front Yard,CONWAY AVE,27,9
2480607,1,Front Yard,CONWAY AVE,29,4
2480608,1,Front Yard,CONWAY AVE,3,9
2480609,1,Front Yard,CONWAY AVE,30,9
2480610,1,Front Yard,CONWAY AVE,31,9
2480611,1,Front Yard,CONWAY AVE,35,9
2480612,1,Front Yard,CONWAY AVE,36,9
2480613,1,Front Yard,CONWAY AVE,37,9
2480614,1,Front Yard,CONWAY AVE,38,9
2480615,1,Front Yard,CONWAY AVE,39,9
2480616,1,Front Yard,CONWAY AVE,40,9
2480617,1,Front Yard,CONWAY AVE,41,9
2480618,1,Front Yard,CONWAY AVE,43,9
2480619,1,Front Yard,CONWAY AVE,47,9
2480620,1,Front Yard,CONWAY AVE,49,9
2480621,1,Front Yard,CONWAY AVE,5,9
2480622,1,Front Yard,CONWAY AVE,53,9
2480623,1,Front Yard,CONWAY AVE,7,9
2480624,1,Front Yard,CONWAY AVE,9,9
2480625,1,Front Yard,COOLMINE RD,11,9
2480626,1,Front Yard,COOLMINE RD,13,9
2480627,1,Widened Driveway,COOLMINE RD,38,9
2480628,1,Front Yard,COPELAND AVE,3,19
2480629,1,Front Yard,CORBETT AVE,131,5
2480630,1,Front Yard,CORBETT AVE,18,5
2480631,1,Front Yard,CORBETT AVE,8,5
2480632,1,Front Yard,CORBETT AVE,83,5
2480633,1,Front Yard,CORBY AVE,24,9
2480634,1,Front Yard,CORBY AVE,26,9
2480635,1,Front Yard,CORBY AVE,3,9
2480636,1,Front Yard,CORBY AVE,50,9
2480637,1,Front Yard,CORDELLA AVE,131,5
2480638,1,Front Yard,CORDELLA AVE,3,5
2480639,1,Front Yard,CORDELLA AVE,40,5
2480640,1,Front Yard,CORDELLA AVE,45,5
2480641,1,Front Yard,CORDELLA AVE,83,5
2480642,1,Front Yard,CORLEY AVE,11,19
2480643,1,Widened Driveway,CORLEY AVE,15,19
2480644,1,Front Yard,CORLEY AVE,17,19
2480645,1,Front Yard,CORLEY AVE,19,19
2480646,1,Front Yard,CORLEY AVE,23,19
2480647,1,Front Yard,CORLEY AVE,29,19
2480648,1,Front Yard,CORLEY AVE,31,19
2480649,1,Front Yard,CORLEY AVE,35,19
2480650,1,Widened Driveway,CORLEY AVE,9,19
2480651,1,Front Yard,CORNELL AVE,7,5
2480652,1,Widened Driveway,CORNISH RD,10,11
2480653,1,Widened Driveway,CORNISH RD,12,11
2480654,1,Widened Driveway,CORNISH RD,14,11
2480655,1,Front Yard,CORNISH RD,16,11
2480656,1,Widened Driveway,CORNISH RD,26,11
2480657,1,Widened Driveway,CORNISH RD,27,11
2480658,1,Front Yard,CORNISH RD,30,11
2480659,1,Front Yard,CORNISH RD,32,11
2480660,1,Widened Driveway,CORNISH RD,6,11
2480661,2,Front Yard,CORTLEIGH AVE,9,16
2480662,1,Front Yard,CORTLEIGH BLVD,122,8
2480663,1,Front Yard,CORTLEIGH BLVD,27,8
2480664,2,Front Yard,CORTLEIGH BLVD,29,8
2480665,1,Front Yard,COSBURN AVE,1,14
2480666,1,Front Yard,COSBURN AVE,26,14
2480667,1,Front Yard,COSBURN AVE,3,14
2480668,1,Front Yard,COSBURN AVE,448,14
2480669,1,Front Yard,COSBURN AVE,487,14
2480670,1,Front Yard,COSBURN AVE,491,14
2480671,1,Front Yard,COSBURN AVE,493,14
2480672,1,Front Yard,COSBURN AVE,7,14
2480673,1,Front Yard,COSBURN AVE,706,19
2480674,1,Front Yard,COSBURN AVE,862,19
2480675,1,Front Yard,COSBURN AVE,877,19
2480676,1,Front Yard,COSBURN AVE,879,19
2480677,1,Front Yard,COSBURN AVE,882,19
2480678,1,Front Yard,COSBURN AVE,897,19
2480679,1,Front Yard,COSBURN AVE,971,19
2480680,1,Front Yard,COSBURN AVE,984,19
2480681,1,Front Yard,COSBURN AVE,986,19
2480682,1,Front Yard,COSBURN AVE,988,19
2480683,1,Front Yard,COSTAIN AVE,22,19
2480684,1,Widened Driveway,COSTAIN AVE,9,19
2480685,1,Front Yard,COTTINGHAM ST,113,12
2480686,1,Front Yard,COTTINGHAM ST,115,12
2480687,1,Front Yard,COTTINGHAM ST,119,12
2480688,1,Front Yard,COTTINGHAM ST,125,12
2480689,1,Front Yard,COTTINGHAM ST,127,12
2480690,2,Front Yard,COTTINGHAM ST,129,12
2480691,1,Front Yard,COTTINGHAM ST,135,12
2480692,1,Front Yard,COTTINGHAM ST,141,12
2480693,1,Front Yard,COTTINGHAM ST,145,12
2480694,1,Front Yard,COTTINGHAM ST,162,12
2480695,1,Front Yard,COTTINGHAM ST,164,12
2480696,1,Front Yard,COTTINGHAM ST,166,12
2480697,1,Front Yard,COTTINGHAM ST,188,12
2480698,1,Widened Driveway,COTTINGHAM ST,190,12
2480699,1,Front Yard,COTTINGHAM ST,223,12
2480700,1,Front Yard,COTTINGHAM ST,225,12
2480701,1,Front Yard,COTTINGHAM ST,227,12
2480702,1,Front Yard,COTTINGHAM ST,236,12
2480703,1,Front Yard,COTTINGHAM ST,89,12
2480704,1,Widened Driveway,COULSON AVE,17,12
2480705,1,Widened Driveway,COULSON AVE,29,12
2480706,2,Widened Driveway,COULSON AVE,33,12
2480707,2,Front Yard,COULSON AVE,35,12
2480708,1,Widened Driveway,COULSON AVE,39,12
2480709,1,Front Yard,COULSON AVE,4,12
2480710,1,Front Yard,COULSON AVE,49,12
2480711,2,Widened Driveway,COULSON AVE,5,12
2480712,1,Front Yard,COULTER AVE,73,5
2480713,1,Front Yard,COWAN AVE,101,4
2480714,1,Front Yard,COWAN AVE,103,4
2480715,1,Front Yard,COWAN AVE,107,4
2480716,1,Front Yard,COWAN AVE,11,4
2480717,2,Front Yard,COWAN AVE,111,4
2480718,1,Front Yard,COWAN AVE,119,4
2480719,1,Front Yard,COWAN AVE,121,4
2480720,1,Front Yard,COWAN AVE,123,4
2480721,1,Front Yard,COWAN AVE,127,4
2480722,1,Front Yard,COWAN AVE,129,4
2480723,2,Front Yard,COWAN AVE,13,4
2480724,1,Front Yard,COWAN AVE,131,4
2480725,1,Front Yard,COWAN AVE,133,4
2480726,1,Front Yard,COWAN AVE,135,4
2480727,1,Widened Driveway,COWAN AVE,153,4
2480728,1,Widened Driveway,COWAN AVE,159,4
2480729,1,Front Yard,COWAN AVE,164,4
2480730,1,Front Yard,COWAN AVE,165,4
2480731,1,Front Yard,COWAN AVE,167,4
2480732,1,Front Yard,COWAN AVE,169,4
2480733,1,Front Yard,COWAN AVE,187,4
2480734,1,Front Yard,COWAN AVE,19,4
2480735,1,Front Yard,COWAN AVE,21,4
2480736,1,Front Yard,COWAN AVE,23,4
2480737,1,Front Yard,COWAN AVE,31,4
2480738,1,Front Yard,COWAN AVE,33,4
2480739,1,Front Yard,COWAN AVE,35,4
2480740,1,Front Yard,COWAN AVE,37,4
2480741,2,Front Yard,COWAN AVE,39,4
2480742,1,Front Yard,COWAN AVE,41,4
2480743,1,Front Yard,COWAN AVE,47,4
2480744,1,Front Yard,COWAN AVE,49,4
2480745,1,Front Yard,COWAN AVE,53,4
2480746,1,Front Yard,COWAN AVE,55,4
2480747,1,Front Yard,COWAN AVE,59,4
2480748,1,Widened Driveway,COWAN AVE,60,4
2480749,1,Front Yard,COWAN AVE,61,4
2480750,2,Front Yard,COWAN AVE,65,4
2480751,1,Front Yard,COWAN AVE,7,4
2480752,2,Front Yard,COWAN AVE,71,4
2480753,2,Front Yard,COWAN AVE,73,4
2480754,2,Front Yard,COWAN AVE,74,4
2480755,1,Front Yard,COWAN AVE,75,4
2480756,1,Front Yard,COWAN AVE,89,4
2480757,1,Front Yard,COWAN AVE,9,4
2480758,1,Front Yard,COWAN AVE,91,4
2480759,1,Front Yard,COWAN AVE,93,4
2480760,1,Front Yard,COWAN AVE,97,4
2480761,1,Widened Driveway,COXWELL AVE,160,14
2480762,1,Front Yard,COXWELL AVE,166,14
2480763,1,Front Yard,COXWELL AVE,174,14
2480764,1,Front Yard,COXWELL AVE,189,19
2480765,1,Widened Driveway,COXWELL AVE,24,14
2480766,1,Front Yard,COXWELL AVE,28,14
2480767,2,Widened Driveway,COXWELL AVE,30,14
2480768,1,Front Yard,COXWELL AVE,34C ,14
2480769,1,Front Yard,COXWELL AVE,368,14
2480770,1,Front Yard,COXWELL AVE,394,14
2480771,1,Widened Driveway,COXWELL AVE,396,14
2480772,1,Widened Driveway,COXWELL AVE,398,14
2480773,1,Widened Driveway,COXWELL AVE,400,14
2480774,1,Front Yard,COXWELL AVE,408,14
2480775,1,Widened Driveway,COXWELL AVE,410,14
2480776,1,Front Yard,COXWELL AVE,416,14
2480777,1,Front Yard,COXWELL AVE,420,14
2480778,1,Front Yard,COXWELL AVE,48,14
2480779,1,Front Yard,COXWELL AVE,50,14
2480780,2,Widened Driveway,COXWELL AVE,714,14
2480781,1,Front Yard,COXWELL AVE,723,19
2480782,1,Widened Driveway,COXWELL AVE,727,19
2480783,1,Front Yard,COXWELL AVE,729,19
2480784,1,Front Yard,COXWELL AVE,745,19
2480785,1,Widened Driveway,COXWELL AVE,766,14
2480786,1,Front Yard,COXWELL AVE,770,14
2480787,2,Widened Driveway,COXWELL AVE,774,14
2480788,1,Widened Driveway,COXWELL AVE,776,14
2480789,1,Boulevard Parking,COXWELL AVE,778,14
2480790,1,Widened Driveway,COXWELL AVE,783,19
2480791,1,Front Yard,COXWELL AVE,790,14
2480792,1,Front Yard,COXWELL AVE,794,14
2480793,1,Front Yard,COXWELL AVE,816,14
2480794,1,Front Yard,COXWELL AVE,818,14
2480795,1,Front Yard,COXWELL AVE,841,19
2480796,1,Front Yard,COXWELL AVE,849,19
2480797,1,Front Yard,COXWELL AVE,859,19
2480798,1,Front Yard,COXWELL AVE,865,19
2480799,1,Front Yard,COXWELL AVE,867,19
2480800,1,Front Yard,COXWELL AVE,875,19
2480801,1,Front Yard,COXWELL AVE,881,19
2480802,1,Front Yard,COXWELL AVE,883,19
2480803,1,Front Yard,COXWELL AVE,885,19
2480804,1,Front Yard,COXWELL AVE,893,19
2480805,1,Front Yard,COXWELL AVE,899,19
2480806,1,Front Yard,COXWELL BLVD,6,14
2480807,1,Front Yard,CRAIGHURST AVE,101,8
2480808,1,Front Yard,CRAIGHURST AVE,106,8
2480809,1,Front Yard,CRAIGHURST AVE,109,8
2480810,1,Front Yard,CRAIGHURST AVE,115,8
2480811,1,Widened Driveway,CRAIGHURST AVE,116,8
2480812,1,Widened Driveway,CRAIGHURST AVE,118,8
2480813,1,Front Yard,CRAIGHURST AVE,121,8
2480814,1,Front Yard,CRAIGHURST AVE,122,8
2480815,1,Front Yard,CRAIGHURST AVE,149,8
2480816,1,Front Yard,CRAIGHURST AVE,156,8
2480817,1,Front Yard,CRAIGHURST AVE,157,8
2480818,1,Front Yard,CRAIGHURST AVE,158,8
2480819,1,Front Yard,CRAIGHURST AVE,160,8
2480820,1,Front Yard,CRAIGHURST AVE,164,8
2480821,1,Widened Driveway,CRAIGHURST AVE,165,8
2480822,1,Widened Driveway,CRAIGHURST AVE,166,8
2480823,1,Widened Driveway,CRAIGHURST AVE,167,8
2480824,1,Widened Driveway,CRAIGHURST AVE,170,8
2480825,1,Widened Driveway,CRAIGHURST AVE,172,8
2480826,1,Front Yard,CRAIGHURST AVE,176,8
2480827,1,Front Yard,CRAIGHURST AVE,180,8
2480828,1,Front Yard,CRAIGHURST AVE,182,8
2480829,1,Front Yard,CRAIGHURST AVE,185,8
2480830,1,Widened Driveway,CRAIGHURST AVE,191,8
2480831,1,Widened Driveway,CRAIGHURST AVE,193,8
2480832,1,Widened Driveway,CRAIGHURST AVE,198,8
2480833,1,Widened Driveway,CRAIGHURST AVE,201,8
2480834,1,Widened Driveway,CRAIGHURST AVE,202,8
2480835,1,Widened Driveway,CRAIGHURST AVE,203,8
2480836,1,Front Yard,CRAIGHURST AVE,21,8
2480837,1,Widened Driveway,CRAIGHURST AVE,24,8
2480838,1,Front Yard,CRAIGHURST AVE,30,8
2480839,1,Front Yard,CRAIGHURST AVE,34,8
2480840,1,Widened Driveway,CRAIGHURST AVE,35,8
2480841,1,Front Yard,CRAIGHURST AVE,36,8
2480842,1,Front Yard,CRAIGHURST AVE,38,8
2480843,1,Front Yard,CRAIGHURST AVE,40,8
2480844,1,Front Yard,CRAIGHURST AVE,44,8
2480845,1,Widened Driveway,CRAIGHURST AVE,45,8
2480846,1,Front Yard,CRAIGHURST AVE,46,8
2480847,1,Widened Driveway,CRAIGHURST AVE,49,8
2480848,1,Front Yard,CRAIGHURST AVE,50,8
2480849,1,Front Yard,CRAIGHURST AVE,52,8
2480850,1,Front Yard,CRAIGHURST AVE,56,8
2480851,1,Front Yard,CRAIGHURST AVE,58,16
2480852,1,Front Yard,CRAIGHURST AVE,85,8
2480853,1,Front Yard,CRAIGHURST AVE,97,8
2480854,1,Front Yard,CRANBROOKE AVE,108,8
2480855,1,Front Yard,CRANBROOKE AVE,113,8
2480856,1,Widened Driveway,CRANBROOKE AVE,114,8
2480857,1,Widened Driveway,CRANBROOKE AVE,115,8
2480858,1,Front Yard,CRANBROOKE AVE,116,8
2480859,1,Front Yard,CRANBROOKE AVE,118,8
2480860,1,Front Yard,CRANBROOKE AVE,120,8
2480861,1,Front Yard,CRANBROOKE AVE,122,8
2480862,1,Front Yard,CRANBROOKE AVE,123,8
2480863,1,Widened Driveway,CRANBROOKE AVE,127,8
2480864,1,Front Yard,CRANBROOKE AVE,130,8
2480865,1,Front Yard,CRANBROOKE AVE,132,8
2480866,1,Widened Driveway,CRANBROOKE AVE,134,8
2480867,1,Front Yard,CRANBROOKE AVE,138,8
2480868,1,Widened Driveway,CRANBROOKE AVE,141,8
2480869,1,Front Yard,CRANBROOKE AVE,148,8
2480870,1,Front Yard,CRANBROOKE AVE,150,8
2480871,1,Front Yard,CRANBROOKE AVE,174,8
2480872,1,Front Yard,CRANBROOKE AVE,176,8
2480873,1,Widened Driveway,CRANBROOKE AVE,178,8
2480874,1,Widened Driveway,CRANBROOKE AVE,18,8
2480875,1,Front Yard,CRANBROOKE AVE,184,8
2480876,1,Front Yard,CRANBROOKE AVE,188,8
2480877,1,Widened Driveway,CRANBROOKE AVE,190,8
2480878,1,Front Yard,CRANBROOKE AVE,191,8
2480879,1,Front Yard,CRANBROOKE AVE,194,8
2480880,1,Front Yard,CRANBROOKE AVE,20,8
2480881,1,Front Yard,CRANBROOKE AVE,210,8
2480882,1,Front Yard,CRANBROOKE AVE,213,8
2480883,1,Front Yard,CRANBROOKE AVE,214,8
2480884,1,Front Yard,CRANBROOKE AVE,22,8
2480885,1,Widened Driveway,CRANBROOKE AVE,220,8
2480886,1,Widened Driveway,CRANBROOKE AVE,226,8
2480887,2,Front Yard,CRANBROOKE AVE,230,8
2480888,1,Widened Driveway,CRANBROOKE AVE,239,8
2480889,1,Front Yard,CRANBROOKE AVE,24,8
2480890,1,Widened Driveway,CRANBROOKE AVE,250,8
2480891,1,Front Yard,CRANBROOKE AVE,257,8
2480892,1,Widened Driveway,CRANBROOKE AVE,26,8
2480893,1,Widened Driveway,CRANBROOKE AVE,260,8
2480894,1,Widened Driveway,CRANBROOKE AVE,286,8
2480895,1,Widened Driveway,CRANBROOKE AVE,292,8
2480896,1,Widened Driveway,CRANBROOKE AVE,30,8
2480897,1,Front Yard,CRANBROOKE AVE,301,8
2480898,1,Widened Driveway,CRANBROOKE AVE,302,8
2480899,1,Front Yard,CRANBROOKE AVE,306,8
2480900,1,Front Yard,CRANBROOKE AVE,308,8
2480901,1,Widened Driveway,CRANBROOKE AVE,316,8
2480902,1,Widened Driveway,CRANBROOKE AVE,317,8
2480903,1,Widened Driveway,CRANBROOKE AVE,320,8
2480904,1,Widened Driveway,CRANBROOKE AVE,322,8
2480905,1,Widened Driveway,CRANBROOKE AVE,324,8
2480906,1,Widened Driveway,CRANBROOKE AVE,326,8
2480907,1,Front Yard,CRANBROOKE AVE,329,8
2480908,1,Front Yard,CRANBROOKE AVE,336,8
2480909,1,Front Yard,CRANBROOKE AVE,342,8
2480910,1,Front Yard,CRANBROOKE AVE,346,8
2480911,1,Front Yard,CRANBROOKE AVE,350,8
2480912,1,Front Yard,CRANBROOKE AVE,352,8
2480913,1,Front Yard,CRANBROOKE AVE,354,8
2480914,1,Front Yard,CRANBROOKE AVE,357,8
2480915,1,Front Yard,CRANBROOKE AVE,358,8
2480916,1,Front Yard,CRANBROOKE AVE,45,8
2480917,1,Widened Driveway,CRANBROOKE AVE,47,8
2480918,1,Front Yard,CRANBROOKE AVE,48,8
2480919,1,Front Yard,CRANBROOKE AVE,49,8
2480920,1,Front Yard,CRANBROOKE AVE,51,8
2480921,1,Front Yard,CRANBROOKE AVE,54,8
2480922,1,Front Yard,CRANBROOKE AVE,56,8
2480923,1,Widened Driveway,CRANBROOKE AVE,58,8
2480924,1,Front Yard,CRANBROOKE AVE,60,8
2480925,1,Front Yard,CRANBROOKE AVE,63,8
2480926,1,Widened Driveway,CRANBROOKE AVE,64,8
2480927,1,Widened Driveway,CRANBROOKE AVE,67,8
2480928,1,Front Yard,CRANBROOKE AVE,68,8
2480929,1,Widened Driveway,CRANBROOKE AVE,69,8
2480930,1,Widened Driveway,CRANBROOKE AVE,71,8
2480931,1,Front Yard,CRANBROOKE AVE,72,16
2480932,1,Widened Driveway,CRANBROOKE AVE,74,8
2480933,1,Front Yard,CRANBROOKE AVE,75,8
2480934,1,Widened Driveway,CRANBROOKE AVE,76,8
2480935,1,Widened Driveway,CRANBROOKE AVE,78,8
2480936,1,Widened Driveway,CRANBROOKE AVE,80,8
2480937,1,Boulevard Parking,CRANBROOKE AVE,82,8
2480938,1,Widened Driveway,CRANBROOKE AVE,98,8
2480939,1,Front Yard,CRANG AVE,18,9
2480940,1,Front Yard,CRANG AVE,20,9
2480941,1,Front Yard,CRANG AVE,22,9
2480942,1,Front Yard,CRANG AVE,24,9
2480943,1,Front Yard,CRANG AVE,26,9
2480944,1,Front Yard,CRANG AVE,28,9
2480945,1,Front Yard,CRANG AVE,30,9
2480946,1,Front Yard,CRANG AVE,32,9
2480947,1,Front Yard,CRANG AVE,35,9
2480948,1,Front Yard,CRANG AVE,40,9
2480949,1,Front Yard,CRAVEN RD,1007,14
2480950,1,Front Yard,CRAVEN RD,1011,14
2480951,1,Front Yard,CRAVEN RD,513,14
2480952,1,Boulevard Parking,CRAWFORD ST,176,10
2480953,1,Front Yard,CRAWFORD ST,181,10
2480954,1,Front Yard,CRAWFORD ST,182,10
2480955,1,Front Yard,CRAWFORD ST,189,10
2480956,1,Front Yard,CRAWFORD ST,193,10
2480957,1,Front Yard,CRAWFORD ST,209,10
2480958,1,Front Yard,CRAWFORD ST,219,10
2480959,1,Front Yard,CRAWFORD ST,239,10
2480960,1,Front Yard,CRAWFORD ST,419,11
2480961,1,Front Yard,CRAWFORD ST,428,11
2480962,1,Widened Driveway,CRAWFORD ST,430,11
2480963,1,Front Yard,CRAWFORD ST,432,11
2480964,1,Widened Driveway,CRAWFORD ST,437,11
2480965,1,Front Yard,CRAWFORD ST,438,11
2480966,1,Front Yard,CRAWFORD ST,439,11
2480967,1,Front Yard,CRAWFORD ST,441,11
2480968,1,Front Yard,CRAWFORD ST,446,11
2480969,1,Widened Driveway,CRAWFORD ST,448,11
2480970,1,Widened Driveway,CRAWFORD ST,450,11
2480971,1,Widened Driveway,CRAWFORD ST,454,11
